brightness augmentation;ti;vi;tl;vl;ta;va;lr
True;['data/2.jpg' 'data/4.jpg'];['data/1.jpg'];0.009343678131699562;0.01512788888067007;0.9648877651885217;0.771388450748941;0.01
True;['data/1.jpg' 'data/4.jpg'];['data/2.jpg'];0.012019972316920757;0.00940693262964487;0.9677567901064398;0.8466028430472012;0.01
True;['data/1.jpg' 'data/2.jpg'];['data/4.jpg'];0.01112443022429943;0.008865154348313808;0.9733230230442996;0.8479134900835992;0.01
