tl;vl;ta;va;lr;ti;vi;s
0.0001163569395430386;0.016503185033798218;0.8041036029824462;0.7763290197733101;0.008099999999999998;[2, 4];[1];1
6.387251414707862e-05;0.011899391189217567;0.8575953096369766;0.7366519532053073;0.008099999999999998;[1, 4];[2];1
9.863767627393827e-05;0.010490832850337029;0.85835270034494;0.8226871876611223;0.008099999999999998;[1, 2];[4];1
