release2;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
True;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[0.082433320581913, 0.0850193053483963, 0.07358779013156891, 0.0897713378071785, 0.08509403467178345, 0.08806221187114716, 0.07428386807441711, 0.06428435444831848, 0.06928526610136032, 0.07426726818084717];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.9883062614438015, 0.9745778613194059, 0.9751501648668348, 0.9720168036300179, 0.9456423203784952, 0.9450665384996947, 0.9954989537396971, 0.9934098331908554, 0.9255023886507399, 0.9721563735682534];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];0.01;0.07860887572169303;0.008164750767873995;;;0.9687327499287797;0.021836865259111053;;
