epochs;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
2;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[2.9404594898223877, 2.978240966796875, 3.133943796157837, 3.2842774391174316, 2.7450149059295654, 2.665950298309326, 2.8902783393859863, 2.969092845916748, 2.7211103439331055, 2.986032485961914];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.0017346927034528337, 0.001241204786676997, 0.002170339960810397, 0.004504634935248553, 0.003783199338760812, 0.002408530461078584, 0.001673142155726004, 0.0015706940155899574, 0.002436350596825121, 0.0051875852731861904];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];1.0;2.9314400911331178;0.1798176153353181;;;0.0026710374227355447;0.001281967089536497;;
