release2n;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
True;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[0.06803283840417862, 0.07954725623130798, 0.08830434828996658, 0.08469021320343018, 0.07647884637117386, 0.07340392470359802, 0.08679621666669846, 0.08130145817995071, 0.08707492798566818, 0.07203119248151779];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.9332949889415865, 0.9545084719895129, 0.9643701667092728, 0.9998907653569157, 0.9256885683278537, 0.9346051124012611, 0.9348986232410462, 0.9257201980613434, 0.9110462999917799, 0.921306124864927];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];0.01;0.07976612225174903;0.0067169697916657604;;;0.9405329319885499;0.02466791024160723;;
