fraction;ti;vi;tl;vl;ta;va;lr
1;[2, 4];[1];0.00021136822033440694;0.0012111798278056085;0.9904679577468074;0.9372481171704221;
1;[1, 4];[2];0.0014591002254746854;0.0021579518215730786;0.8944896987075557;0.8472916345374341;
1;[1, 2];[4];0.0015860878047533333;0.0020825532265007496;0.8924318836950885;0.8609497737802365;
