fraction;ti;vi;tl;vl;ta;va;lr
1;[2, 4];[1];6.72276146360673e-05;0.001466250920202583;0.8014016466381457;0.9199103949113345;
1;[1, 4];[2];0.00021490595827344805;0.004880959400907159;0.6983220358516825;0.7266525753743373;
1;[1, 2];[4];0.00014314433065010235;0.0009372605418320745;0.7454037721268323;0.8419256404771162;
