release3n;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
True;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[0.11086483299732208, 0.07887548208236694, 0.0828777477145195, 0.07984744757413864, 0.09133438020944595, 0.07315828651189804, 0.07994839549064636, 0.07853548973798752, 0.08545644581317902, 0.06393604725599289];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.9524327086443023, 0.8463456242452434, 0.9212147136313347, 0.9824911203188246, 0.9711285525995179, 0.9937970537237623, 0.9844214350112984, 0.9205039380520511, 0.9453600500449048, 0.9359050005216905];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];0.01;0.0824834555387497;0.01168665776308003;;;0.9453600196792931;0.04130226116809537;;
