model_encoder;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
'timm-mobilenetv3_large_100';['data/images/1.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/2.jpg'];[0.003578571369871497, 0.0038297665305435658, 0.00488802045583725, 0.00473029213026166, 0.004666555672883987, 0.004884626716375351, 0.004344417713582516, 0.00356976967304945, 0.0036409376189112663, 0.00563193392008543];[0.0072409166023135185, 0.008984096348285675, 0.009016094729304314, 0.009835432283580303, 0.008342644199728966, 0.009688766673207283, 0.008504197932779789, 0.010702063329517841, 0.008437052369117737, 0.011251706629991531];[0.9737607861927995, 0.8606627048219929, 0.8840886940751004, 0.9823559578605919, 0.9994005036966445, 0.9631924536970049, 0.9619951649041103, 0.9767747847717049, 0.9841963799733089, 0.9093345705397855];[0.953167838661683, 0.9106935368607827, 0.8702428999093206, 0.9503118021894242, 0.9004999743448416, 0.9325141950228594, 0.8671953446528939, 0.9652331071632544, 0.9577941997099971, 0.9601047297676103];0.2;0.004376489180140197;0.000665865160777394;0.009200297109782696;0.0011326116886879016;0.9495762000533045;0.04498158812360513;0.9267757628282668;0.0353980127818608
'timm-mobilenetv3_large_100';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.006095951423048973, 0.00693767424672842, 0.008510125800967216, 0.00675471406430006, 0.008103937841951847, 0.0071947695687413216, 0.007273000665009022, 0.005087787751108408, 0.0070813484489917755, 0.0074346065521240234];[0.0007085174438543618, 0.00023000729561317712, 0.00033868325408548117, 1.4247283615986817e-05, 0.00026120711117982864, 0.00039988377830013633, 0.00043724593706429005, 0.0007126254495233297, 0.0003849428612738848, 0.0006847447948530316];[0.9621952760151132, 0.9405114215985434, 0.752633435485931, 0.8666004835509453, 0.7561551901829136, 0.9351368884374494, 0.9201041707540251, 0.9238251489878843, 0.9671898909126819, 0.7318018759774298];[0.7980137895583715, 0.8088718268132477, 0.9737028999925739, -433969665526.34375, 0.636364427163612, 0.539017389966764, 0.684056444373397, 0.9068582328859122, 0.8426467260091622, 0.6907168600699014];0.2;0.007047391636297107;0.0009122813819818881;0.0004172105209363508;0.00021757185952228875;0.8756153781902917;0.08837341109076155;-43396966551.94635;130190899658.13246
'timm-resnest50d';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.0032478761859238148, 0.003953100647777319, 0.004501091316342354, 0.0025969380512833595, 0.004320667590945959, 0.0025239260867238045, 0.0028712209314107895, 0.0033054170198738575, 0.0037061339244246483, 0.004405090119689703];[0.013365302234888077, 0.014338540844619274, 0.015236610546708107, 0.014035586267709732, 0.01266290433704853, 0.013252988457679749, 0.012392004951834679, 0.009146222844719887, 0.014837760478258133, 0.01200233493000269];[0.9306175224583287, 0.7615771510285148, 0.8020045998109102, 0.9524442092291892, 0.8311528569599578, 0.9862636010622453, 0.8694893706034844, 0.805007531539592, 0.8363800194556774, 0.8382098202584757];[0.7131731152424204, 0.6934448695434768, 0.7207270231607883, 0.6851069233173626, 0.7257222225905935, 0.705368204246039, 0.6860934245548646, 0.753846153846159, 0.6747592432896667, 0.7258371675679764];0.1;0.003543146187439561;0.0007063339110100462;0.013127025589346886;0.0016616329354507446;0.8613146682406375;0.068911244500277;0.7084078347359347;0.022910485758524682
'timm-resnest50d';['data/images/1.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/2.jpg'];[0.003916994668543339, 0.004218576475977898, 0.0040951017290353775, 0.0031449247617274523, 0.004487988073378801, 0.004554667975753546, 0.004467654973268509, 0.004154321737587452, 0.004937116056680679, 0.0041003040969371796];[0.009221835061907768, 0.010435780510306358, 0.008295422419905663, 0.009588563814759254, 0.010078050196170807, 0.011406635865569115, 0.008534933440387249, 0.009315296076238155, 0.007511734962463379, 0.010280144400894642];[0.934550092067932, 0.9673475796410161, 0.9445482482607427, 0.996260028101881, 0.9832683856902499, 0.9483963494334597, 0.9379560563396276, 0.9359754940909741, 0.924887268878654, 0.9246503302373589];[0.9918522858611319, 0.9784268634704671, 0.94611599064004, 0.9830298932618128, 0.9781001851695726, 0.9607386979101212, 0.9629171155425182, 0.9995424636361776, 0.9792596963535359, 0.9573677203039721];0.1;0.0042077650548890235;0.0004516362578331738;0.009466839674860238;0.001090761661556325;0.9497839832741896;0.023309309057059333;0.973735091214935;0.015712654059646326
'timm-resnest50d';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.010829027742147446, 0.008719389326870441, 0.00879383459687233, 0.010640162043273449, 0.010266339406371117, 0.009170426055788994, 0.00894813984632492, 0.011338156647980213, 0.010504957288503647, 0.009087169542908669];[0.0008750471752136946, 0.00027602046611718833, 0.0010053846053779125, 0.0004644854343496263, 0.0017121094278991222, 0.0014134759549051523, 0.000231906829867512, 0.00041423930088058114, 0.0003788308531511575, 0.0007807805086486042];[0.0004972126929781995, 0.0004668965343196385, 0.0005204801397430403, 0.0007175172777615924, 0.000506329129097538, 0.000529253625823789, 0.0005107745040855427, 0.00042172689125974383, 0.0003968427868090707, 0.0005300105298564617];[0.0013608960310649287, 0.0044089587100644145, 0.001626775963242233, 0.002823868331231827, 0.0007782479040508994, 0.0009411326692655431, 0.00597272867737042, 0.0027169065212349075, 0.0033580727885249573, 0.0019698217094368253];0.1;0.009829760249704122;0.0009298667270773285;0.0007552280556410551;0.0004767058403312595;0.0005097044111734616;8.159393318848287e-05;0.0025957409305486954;0.0015567979103213898
'xception';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.0056555126793682575, 0.006041450891643763, 0.006714483257383108, 0.005929518491029739, 0.005296060815453529, 0.0052408501505851746, 0.004501765593886375, 0.00664634769782424, 0.005791538394987583, 0.007176848128437996];[0.0259290412068367, 0.02257373556494713, 0.02579168602824211, 0.022237179800868034, 0.023449238389730453, 0.02134665846824646, 0.025907855480909348, 0.021883491426706314, 0.025628652423620224, 0.02173513174057007];[2.2911604168340816e-05, 3.619733588355878e-05, 1.8458771839036103e-05, 1.6461861073735484e-05, 4.4330493915056834e-05, 4.9451182190130005e-05, 3.7980451384922453e-05, 0.00016622156445589287, 5.847339065512269e-05, 1.772936007471415e-05];[1.0018935736599843e-07, 8.086914593530281e-08, 7.88358386349941e-08, 7.940783752768965e-08, 1.1548316114495805e-07, 1.0804391181729045e-07, 9.273148093846828e-08, 9.374920528770758e-08, 7.082410768965985e-08, 1.4258213232309913e-07];0.1;0.005899437610059977;0.0007548148134278578;0.023648267053067683;0.001846108368892061;4.682160156405102e-05;4.211945754625741e-05;9.627161786651684e-08;2.039554673753247e-08
'xception';['data/images/1.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/2.jpg'];[0.0036648339591920376, 0.0034905585926026106, 0.004449798259884119, 0.00493675097823143, 0.0040754033252596855, 0.004636729136109352, 0.004269387107342482, 0.00416288897395134, 0.004723225254565477, 0.004402561113238335];[0.010278334841132164, 0.00989930797368288, 0.008454435504972935, 0.009751897305250168, 0.00977958645671606, 0.010065479204058647, 0.010973484255373478, 0.009114464744925499, 0.008214836940169334, 0.008985305204987526];[0.9278599695882347, 0.955424003544211, 0.970331134709166, 0.9815587450779442, 0.996025222692296, 0.89853786161268, 0.9716869991475174, 0.9389382174264318, 0.905236293981922, 0.9442650847138454];[0.8582742588898682, 0.8814285147557375, 0.8330972499296171, 0.8293751519889465, 0.8743962182313476, 0.8456067293063949, 0.8577457329527228, 0.7817667982117636, 0.8904220808486238, 0.8192067033964102];0.1;0.004281213670037687;0.00043083622346950205;0.00955171324312687;0.0008080501331217302;0.9489863532494247;0.030519953800754066;0.8471319438511433;0.030979765956340513
'xception';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.004943241365253925, 0.005727034993469715, 0.005127347074449062, 0.004976265132427216, 0.004625326953828335, 0.005115028936415911, 0.005483739078044891, 0.005852945614606142, 0.005757751874625683, 0.005787191912531853];[0.0004251619684509933, 0.0007213178323581815, 0.0006332022021524608, 0.0003131478151772171, 0.0006068162037990987, 0.0006874596001580358, 0.00024154328275471926, 0.0007411490078084171, 0.0007974060135893524, 0.000801419373601675];[0.9801966367301477, 0.9690879630885931, 0.9888705220660026, 0.9883424788617157, 0.9535731479042476, 0.9605747590367061, 0.9631302062773103, 0.9886790635755394, 0.942648167110385, 0.986851629656216];[0.7956953651550654, 0.667734618492685, 0.8557883427236967, 0.7060740786087982, 0.9961342057475181, 0.7809348321956187, 0.9585712292495437, 0.9595608047300115, 0.7883278766311876, 0.8033340125418058];0.1;0.0053395872935652735;0.0004128410131813096;0.0005968623299850151;0.0001908463432343139;0.9721954574306864;0.015924899735338022;0.8312155366075931;0.10454038846563166
'vgg19_bn';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.006464038975536823, 0.008416646160185337, 0.0066613731905817986, 0.004685929510742426, 0.004462261684238911, 0.006308546755462885, 0.008651085197925568, 0.005856001749634743, 0.00615551695227623, 0.007298680022358894];[0.024305539205670357, 0.024572324007749557, 0.02306569181382656, 0.02275601029396057, 0.023630863055586815, 0.028035350143909454, 0.021979395300149918, 0.02587822452187538, 0.02297588810324669, 0.023120049387216568];[0.0032265701415157277, 0.000717194772181351, 0.0009406212022510241, 0.002642074789900417, 0.003470913857381741, 0.0015175897489966284, 0.0015913780115429654, 0.002142097128510989, 0.0014390879667954826, 0.001931513551340358];[0.0005969730371219173, 0.000532057350248083, 0.0006367450392729124, 0.0006183982790065601, 0.0005756997429736677, 0.0004862030957958341, 0.0006500188916576111, 0.00052831683194976, 0.0005916174125986107, 0.0006804789925711763];0.1;0.0064960080198943615;0.0013030368681688422;0.024031933583319186;0.0016936692548256145;0.0019619041170416684;0.0008702228178274116;0.0005896508673196132;5.7420166568873395e-05
'vgg19_bn';['data/images/1.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/2.jpg'];[0.005147647112607956, 0.005319277290254831, 0.0071827806532382965, 0.0037716568913310766, 0.005570644047111273, 0.00509530259296298, 0.004278162959963083, 0.004365156404674053, 0.004301103763282299, 0.005638007540255785];[0.011504381895065308, 0.01036665216088295, 0.01026535127311945, 0.010604706592857838, 0.00950343906879425, 0.00804082304239273, 0.01076481956988573, 0.01069251075387001, 0.010470377281308174, 0.010490702465176582];[0.7784548867064143, 0.7236717441276785, 0.7301089797688703, 0.9468142541678045, 0.8042634683738289, 0.7708988374283914, 0.9021867487126229, 0.7221219921089814, 0.8266523331226103, 0.8341070983144222];[0.8838094229676157, 0.8552585067246684, 0.8755718897396438, 0.8504270695284123, 0.8195868115899686, 0.8707303299786789, 0.9240912681469529, 0.9157035647545602, 0.9566760154734293, 0.951507006269253];0.1;0.005066973925568164;0.0009223092025121352;0.010270376410335302;0.0008783027352024175;0.8039280342831626;0.07198672900005687;0.8903361885173183;0.04289449791403501
'vgg19_bn';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.007191015407443047, 0.006351163610816002, 0.006697387900203466, 0.006823302246630192, 0.007197259925305843, 0.005580444820225239, 0.007133804727345705, 0.00612397538498044, 0.007733596954494715, 0.0073148589581251144];[0.0010015727020800114, 0.0003570453845895827, 0.0014240199234336615, 0.00012034972314722836, 0.0016644353745505214, 0.0005259887548163533, 0.0009361336706206203, 0.0010278940899297595, 0.0011950716143473983, 0.0009208577102981508];[0.8997145265237484, 0.8665677443086823, 0.7913182740993454, 0.8603282641317944, 0.7417523587331325, 0.8089988477021458, 0.8990822801870868, 0.825259557127015, 0.7108344967441589, 0.7495727306416532];[0.4274416288902573, 0.7670960636460085, 0.3253117964049135, 0.6287463398573325, 0.335633423121275, 0.398630207388351, 0.2873441865830656, 0.34855603671810553, 0.3283718551251251, 0.5897822571797527];0.1;0.006814680993556976;0.0006093859414362685;0.0009173368947813287;0.00044877312517581803;0.8153429080198762;0.06337001013662483;0.4436913794914187;0.15328308933487161
