tl;vl;ta;va;lr;ti;vi;s
0.009243655018508434;0.01502247154712677;0.4977101349999975;0.8489432349460712;0.008;[2, 4];[1];1
0.01880323886871338;0.01525913830846548;0.8215814953355073;0.44170971761865274;0.008;[1, 4];[2];1
0.014727961272001266;0.008956828154623508;0.9075931571318446;0.5686085348439335;0.008;[1, 2];[4];1
