model_encoder;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
'densenet161';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.0058584692887961864, 0.007312416099011898, 0.006001506000757217, 0.006537382025271654, 0.007270348258316517, 0.006642218213528395, 0.006798160262405872, 0.0067478083074092865, 0.006992883048951626, 0.0069612497463822365];[0.023295927792787552, 0.023029737174510956, 0.023828472942113876, 0.02391604520380497, 0.024001630023121834, 0.022889291867613792, 0.0242865402251482, 0.024540338665246964, 0.024436652660369873, 0.024571016430854797];[0.0005029270336947, 0.0003094333862503351, 0.00010709081693616174, 0.0017111367865787486, 0.0008746669209643843, 0.004337221654501455, 0.0005830486999828244, 0.00018325567948740407, 0.0008079485259557817, 0.001380935297055741];[4.7460849250668957e-07, 5.283189200566696e-07, 6.051113188298984e-07, 6.713219631304668e-07, 6.274312985832253e-07, 6.889362873518934e-07, 6.247801498382444e-07, 5.527993306442269e-07, 5.710123128777056e-07, 5.766416857344581e-07];0.01;0.006712244125083089;0.00045723687026026427;0.02387956529855728;0.0005876243771319881;0.0010797664801407536;0.0011890757376894513;5.920961759553478e-07;6.183805159166214e-08
'densenet161';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.006879772059619427, 0.0062133073806762695, 0.00673541147261858, 0.006226709112524986, 0.007063297554850578, 0.005986272357404232, 0.0075200628489255905, 0.007410438731312752, 0.006308462005108595, 0.006288021802902222];[0.00037440299638547003, 0.0008139875717461109, 0.000346831715432927, 0.000491377548314631, 0.0007794287521392107, 0.000693310284987092, 0.000425937760155648, 0.000639034784398973, 0.0007359656156040728, 0.0005517753888852894];[0.9097947541848923, 0.9829641825079316, 0.8498333899981257, 0.9828151064639633, 0.9194783943567746, 0.9380563823480951, 0.8427598695092918, 0.8627775490254639, 0.8975353927113423, 0.9734746573413272];[0.5886902384545311, 0.46027328779559684, 0.5208546691985307, 0.4977273756376457, 0.35586441544199254, 0.40840288691522986, 0.5816688394951374, 0.38577283417446107, 0.38711111928037645, 0.5094666615352326];0.01;0.006663175532594323;0.0005121066379492904;0.0005852052418049425;0.00016245737390989582;0.9159489678447208;0.05069967129395459;0.4695832327928734;0.07896120219725171
'densenet161';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/QS_7415.jpg'];[0.010038323700428009, 0.010661648586392403, 0.012164641171693802, 0.009265966713428497, 0.010867786593735218, 0.011606618762016296, 0.01131862960755825, 0.010638462379574776, 0.010984409600496292, 0.011361920274794102];[3.8069634928196774e-14, 3.826938562595007e-14, 3.881563039737079e-14, 3.9046460428024746e-14, 4.012098270798903e-14, 4.062229746375559e-14, 3.78457844490282e-14, 3.9266926163536095e-14, 3.7916291471557645e-14, 3.832010934696345e-14];[0.00515876521443448, 0.00016601675233507418, 0.005834399195046247, 0.001216982942467304, 0.003637333523019981, 0.003732951703689036, 0.01165114336034534, 0.004791251070021207, 0.0026954985085561045, 0.0016654448431382418];[-19873968.2568779, -19955624.757575035, -19700116.40922928, -21421433.357762337, -21190079.791711807, -22452781.839536667, -18901380.641626358, -20622274.76971054, -20011181.874441147, -21282932.65240097];0.01;0.010890840739011764;0.0007766811681946165;3.882935029823724e-14;8.984934015972032e-16;0.004054978711305302;0.0030601132134605445;-20541177.435087204;993588.7594995223
'xception';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.004059914965182543, 0.003655989421531558, 0.003949902951717377, 0.004277791827917099, 0.0035039493814110756, 0.004649006761610508, 0.0036818680819123983, 0.003676709020510316, 0.003778237383812666, 0.0035588638857007027];[0.013507472351193428, 0.014273662120103836, 0.013793373480439186, 0.012757283635437489, 0.014314966276288033, 0.013455669395625591, 0.01307034119963646, 0.0144523736089468, 0.014021110720932484, 0.014323717914521694];[0.8718844429236364, 0.8871415760169767, 0.9017134301620324, 0.8793554713427291, 0.901314574341772, 0.8141411654219322, 0.8796342995008474, 0.8225066318508707, 0.8508336136825128, 0.8359454236323345];[0.7540246229252019, 0.7439990390416609, 0.7575327141068674, 0.7907427512943987, 0.7424712015365302, 0.771771998932378, 0.7521721299082246, 0.7417634794173711, 0.7538881481920287, 0.7586611072807963];0.01;0.0038792233681306243;0.0003424210629940144;0.0137969970703125;0.0005533585553221084;0.8644470628875643;0.03009753543418085;0.7567027192635457;0.01418820591498957
'xception';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.005229385569691658, 0.005904072895646095, 0.005902338773012161, 0.0059194182977080345, 0.006078128237277269, 0.006113527342677116, 0.006226315163075924, 0.005564252845942974, 0.005457376129925251, 0.006071309559047222];[0.00046409008791670203, 0.0007492373115383089, 0.0005064218421466649, 0.0007709431229159236, 0.0004257291438989341, 0.00046403694432228804, 0.0006470960797742009, 0.0005694707506336272, 0.0007577695650979877, 0.0008255812572315335];[0.9575390561699737, 0.9372461721639801, 0.9763971193532937, 0.9517427982983218, 0.9745995466005744, 0.9936102408565111, 0.9551747410596018, 0.9353897019574399, 0.9995721102794608, 0.9263502383789937];[0.5609197829292146, 0.5909282985673201, 0.38371801942254047, 0.5259492460799537, 0.6029202716634292, 0.5805586100019356, 0.4641866860073528, 0.5301499206752078, 0.5032529016057956, 0.6248790266639316];0.01;0.00584661248140037;0.0003071505752586779;0.0006180376105476171;0.00014256670270165742;0.9607621725118151;0.023505391027288585;0.536746276361668;0.0689567874520756
'xception';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/QS_7415.jpg'];[0.011030832305550575, 0.011015692725777626, 0.010765625163912773, 0.010083694010972977, 0.011474138125777245, 0.011112905107438564, 0.011059927754104137, 0.011586444452404976, 0.011314764618873596, 0.011151690036058426];[2.0145881248333032e-17, 1.9928549468552075e-17, 1.948289267864933e-17, 2.003383467127905e-17, 2.5923299421291278e-17, 1.6795043724413397e-17, 2.664797746669796e-17, 2.5108319722773407e-17, 2.2694436296137486e-17, 2.793275108539287e-17];[2.1819098146136362e-05, 1.8778094451610272e-05, 1.4600481626381168e-05, 2.060371943035655e-05, 2.274921188927248e-05, 1.30142236569597e-05, 2.1569700770496247e-05, 2.8809787004036025e-05, 2.4196193266323718e-05, 2.6123267752087287e-05];[-63598.51657941564, -62907.38064160197, -62270.90897334366, -63218.602452591054, -70317.34684312344, -60178.11800881847, -73241.25589400157, -70236.14715614915, -65144.59208881109, -72300.27084767446];0.01;0.01105957143008709;0.00039590493285677163;2.2469298578351988e-17;3.537751530005448e-18;2.122637779936598e-05;4.591507514628415e-06;-66341.31394855306;4462.604799721216
'timm-efficientnet-b5';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.004055484663695097, 0.0034560179337859154, 0.004395581781864166, 0.003937758971005678, 0.003802171442657709, 0.003947860561311245, 0.004195461980998516, 0.00405479921028018, 0.004063141532242298, 0.003779385704547167];[0.014215480536222458, 0.014428854919970036, 0.014330996200442314, 0.013905209489166737, 0.013981057330965996, 0.014435315504670143, 0.014243344776332378, 0.01451062597334385, 0.014338606037199497, 0.014191798865795135];[0.9521159223230694, 0.8679173992771948, 0.9743609856251889, 0.9785786712833158, 0.8799589209048762, 0.9453323253585455, 0.9884414739602594, 0.9878878657286688, 0.9643151454364428, 0.9321637546777461];[0.7331068155851879, 0.7426416422348536, 0.742345133562549, 0.7542732150962361, 0.7510785497799066, 0.745641057000231, 0.7599538500543608, 0.7435725560954429, 0.7441472323858429, 0.7452445909455866];0.01;0.003968766378238797;0.00024193368014808236;0.014258128963410855;0.00018542959404989568;0.9471072464575307;0.040536872824890505;0.7462004642740198;0.006996008594553562
'timm-efficientnet-b5';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.006307333707809448, 0.00540856271982193, 0.006640595383942127, 0.0060964771546423435, 0.006296136416494846, 0.006391407456248999, 0.006019791588187218, 0.005704620853066444, 0.005952222738415003, 0.005447201430797577];[0.0005431966856122017, 0.000563480076380074, 0.0008410807931795716, 0.0005452873883768916, 0.00022901795455254614, 0.0005588890053331852, 0.0007678249385207891, 0.0006695216870866716, 0.0008077129605226219, 0.0003091127728112042];[0.911618100706418, 0.969282068660062, 0.9423944575329851, 0.9398165960102155, 0.9009934736472166, 0.9070838715018308, 0.9555766326809547, 0.962519722491894, 0.9623757720453763, 0.9601127050455489];[0.9667554422948115, 0.9382655071759797, 0.8881639338870616, 0.9343825138953894, 0.25622995618817135, 0.9636812743539678, 0.8989931940155411, 0.9895322872424552, 0.8993920809528636, 0.7497404540416464];0.01;0.006026434944942594;0.000386437619121081;0.0005835124262375757;0.00019053389697742937;0.9411773400322503;0.024320410358364693;0.8485136644047888;0.2073221838480252
'timm-efficientnet-b5';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/QS_7415.jpg'];[0.0059490567073225975, 0.0059448545798659325, 0.005717962980270386, 0.006129479501396418, 0.006130581256002188, 0.006442197598516941, 0.006097742356359959, 0.005900147836655378, 0.00610522273927927, 0.006109322886914015];[6.72562919135089e-07, 6.723541332576133e-07, 6.698851393593941e-07, 6.70193514906714e-07, 6.725451839884045e-07, 6.714432743137877e-07, 6.703698431920202e-07, 6.705020041408716e-07, 6.698178935948818e-07, 6.724268359903363e-07];[0.973614250234966, 0.9789452896756345, 0.9772536875261156, 0.9261669997714297, 0.9990886781159235, 0.9480249383716615, 0.9403477835000449, 0.991255513719941, 0.9483296927447437, 0.9892804510915959];[-1809080566405.25, -1808374999999.0, -1804047363280.25, -1800105468749.0, -1809383666991.1875, -1809195556639.625, -1805048095702.125, -1802329345702.125, -1804434326170.875, -1804273437499.0];0.01;0.006052656844258308;0.0001814817201558529;6.712100741879112e-07;1.1131412112386833e-09;0.9672307284752056;0.023434554832380536;-1805627282713.8438;3062230941.110263
'timm-mobilenetv3_large_100';['data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/1.jpg'];[0.003830746980383992, 0.0040833596140146255, 0.003935679793357849, 0.004471255000680685, 0.0036781192757189274, 0.0036737057380378246, 0.0032657431438565254, 0.0038169920444488525, 0.0038008075207471848, 0.004280990920960903];[0.013964736834168434, 0.01375173032283783, 0.014200704172253609, 0.01338944211602211, 0.012939849868416786, 0.013247653841972351, 0.013981370255351067, 0.0139160742983222, 0.013014884665608406, 0.01346798799932003];[0.9613110592597733, 0.9087791172092173, 0.9814700475997183, 0.9278252756250367, 0.9057274175642986, 0.8417146771617735, 0.8400779875540064, 0.9289897018466234, 0.9659616317209797, 0.9671627367321969];[0.7669183210821722, 0.7730301906510236, 0.7562279381245536, 0.7845306052417524, 0.7926425350801667, 0.7902710457504555, 0.7742621765021428, 0.7667490939463226, 0.7859623408817487, 0.7798102347469121];0.01;0.003883740003220737;0.0003206218389521995;0.013587443437427283;0.0004152996351305527;0.9229019652273625;0.047671307950363256;0.777040448200725;0.011077811743523815
'timm-mobilenetv3_large_100';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg'];['data/images/QS_7510.jpg'];[0.00670276116579771, 0.006780496332794428, 0.007066971622407436, 0.006077355705201626, 0.0064886827021837234, 0.00598458806052804, 0.00752526568248868, 0.00642246101051569, 0.00681031309068203, 0.00635478924959898];[0.0005964533193036914, 0.0005019170930609107, 0.0005568091291934252, 0.0008714893483556807, 0.001037520356476307, 0.00039542478043586016, 0.0006289157317951322, 0.0005065975128673017, 0.0005398538196459413, 0.0008468092419207096];[0.9489767808528088, 0.9164678097107635, 0.7954202913351855, 0.974865495902599, 0.9658709478490513, 0.9647686881551603, 0.8206974546724791, 0.940241040029827, 0.9632542698885207, 0.9113969134657065];[0.8467523676451034, 0.8544769129758809, 0.7128476924859184, 0.7390005196911524, 0.8396693907189484, 0.8135414950101522, 0.7961481493726104, 0.7402938482141174, 0.8499298163556761, 0.7717621402444682];0.01;0.006621368462219834;0.0004373685181665032;0.000648179033305496;0.00019218744821502677;0.9201959691862103;0.059754574784264915;0.7964422332714027;0.04997045070456517
'timm-mobilenetv3_large_100';['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];['data/images/QS_7415.jpg'];[0.005976102314889431, 0.006058137398213148, 0.006718887016177177, 0.0055131991393864155, 0.006647764705121517, 0.006343676242977381, 0.006110804155468941, 0.006040642969310284, 0.0060555352829396725, 0.006078716367483139];[5.149426556272374e-07, 5.081705580778362e-07, 5.194506229599938e-07, 5.118678245707997e-07, 5.221967853685783e-07, 5.213798885961296e-07, 5.058020633441629e-07, 5.246705541139818e-07, 5.190116780795506e-07, 5.122365109855309e-07];[0.9660452789489495, 0.9654795688502014, 0.9587171126780014, 0.9732542582971375, 0.9255075421743573, 0.9712462634418333, 0.9899121694565861, 0.9744388295726578, 0.9475467609232591, 0.9629178336180617];[-1094940185545.8749, -1107483154295.875, -1087471923827.1249, -1110466796874.0, -1103820434569.3125, -1124417480467.75, -1101036376952.125, -1124582275389.625, -1149679321288.0625, -1116788085936.5];0.01;0.00615434655919671;0.0003286971846792939;5.159729141723801e-07;6.009544903003157e-09;0.9635065617961047;0.0164437075039472;-1112068603514.625;16904556037.50734
