release1;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
True;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[0.07407860457897186, 0.06870117038488388, 0.09041675180196762, 0.0794728696346283, 0.08195023983716965, 0.08319936692714691, 0.07260668277740479, 0.09438304603099823, 0.07788388431072235, 0.08824044466018677];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.9224300280665314, 0.9758961524818164, 0.9572999546626114, 0.9846006849479652, 0.9797496989490757, 0.9352607471040789, 0.992500618403322, 0.9270119928718128, 0.975254587682265, 0.9539297749404833];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];0.2;0.08109330609440804;0.007794326702272255;;;0.9603934240109963;0.023856354931044533;;
