release1n;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
True;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[0.09136448800563812, 0.06645780056715012, 0.07022012025117874, 0.0687343031167984, 0.09093712270259857, 0.057743243873119354, 0.07773548364639282, 0.09462407231330872, 0.08348190784454346, 0.07948609441518784];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.9232298484911917, 0.9660676579202133, 0.8617058358846698, 0.8677310557212796, 0.9525585598949033, 0.867833481820181, 0.9977843096896318, 0.9974673714652943, 0.9296422473097389, 0.9987193949301856];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];0.2;0.07807846367359161;0.0115954510976057;;;0.9362739763127289;0.05266612200608735;;
