release3;ti;vi;tl;vl;ta;va;lr;tl_mean;tl_std;vl_mean;vl_std;ta_mean;ta_std;va_mean;va_std
True;['data/images/1.jpg', 'data/images/2.jpg', 'data/images/4.jpg', 'data/images/QS_7415.jpg', 'data/images/QS_7506.jpg', 'data/images/QS_7508.jpg', 'data/images/QS_7510.jpg'];[];[0.0864706039428711, 0.09468421339988708, 0.07959379255771637, 0.0856563076376915, 0.07047887146472931, 0.06454405188560486, 0.0730246752500534, 0.07261661440134048, 0.08238530158996582, 0.08925952762365341];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[0.9990333894888012, 0.9725388788254927, 0.9486005983450305, 0.9852867794564621, 0.9703248277358679, 0.9939812511448214, 0.9268435011785314, 0.9969062252050548, 0.9535981977291736, 0.9537725499931161];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];0.01;0.07987139597535134;0.009020113877550341;;;0.9700886199102351;0.022879922660826495;;
